page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
6	0	13	3	222.400	255.150	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	4	255.150	361.500	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	5	361.500	396.900	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	6	396.900	450.250	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	7	450.250	503.600	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	8	503.600	652.050	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	9	652.050	737.100	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	10	737.100	829.250	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
7	0	0	0	28.350	829.250	150.625	171.825	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	0	28.350	56.700	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	1	56.700	92.150	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	2	92.150	222.400	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	3	222.400	255.150	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	4	255.150	361.500	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	5	361.500	396.900	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	6	396.900	450.250	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	7	450.250	503.600	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	8	503.600	652.050	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	9	652.050	737.100	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	1	10	737.100	829.250	171.825	200.175	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	2	0	28.350	829.250	200.175	221.375	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	0	28.350	56.700	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	1	56.700	92.150	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	2	92.150	222.400	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	3	222.400	255.150	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	4	255.150	361.500	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	5	361.500	396.900	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	6	396.900	450.250	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	7	450.250	503.600	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	8	503.600	652.050	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	9	652.050	737.100	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	3	10	737.100	829.250	221.375	249.725	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	4	0	28.350	829.250	249.725	270.925	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	0	28.350	56.700	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	1	56.700	92.150	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
7	0	5	2	92.150	222.400	270.925	299.275	0.500	0.500	0.500	0.500	0	16	150.375	546.775
